0,387.753
1,2.0845
2,0.946986
3,0.946986
4,0.152495
5,0.0276312
6,0.000212227
7,0.000212227
8,0.000212227
9,5.54073e-005
10,5.54073e-005
11,5.54073e-005
12,5.54073e-005
13,5.54073e-005
14,5.54073e-005
15,5.54073e-005
16,5.54073e-005
17,5.54073e-005
18,1.57332e-005
19,1.57332e-005
